     1→     1→<template>
   306→   306→        this._alertAudio.src = audio_path;
   307→   307→      }
   308→   308→      this._alertAudio.play().catch(() => {
   309→   309→        // R36-FIX: Show UI fallback when audio fails — kitchen staff need to know
   310→   310→        if (!this._isMounted) return; // R37-FIX: Guard against post-unmount
   311→   311→        this.showAudioAlertMessage = true;
   312→   312→      });
   313→   313→    },
   314→   314→    auth() {
   315→   315→      return new Promise((resolve, reject) => {
   316→   316→        const authApi = frappe.auth();
   317→   317→        authApi
   318→   318→          .getLoggedInUser()
   319→   319→          .then((user) => {
   320→   320→            this.loggeduser = user;
   321→   321→            // Update shared auth state so route guard works
   322→   322→            if (this.authState) {
   323→   323→              this.authState.isLoggedIn = true;
   324→   324→            }
   325→   325→            resolve();
   326→   326→          })
   327→   327→          .catch((error) => {
   328→   328→            if (import.meta.env?.DEV) console.error(error);
   329→   329→            reject(error);
   330→   330→          });
   331→   331→      });
   332→   332→    },
   333→   333→    fetchKOT() {
   334→   334→      // Deduplicate concurrent fetchKOT calls to prevent state corruption
   335→   335→      if (this._fetchInProgress) return this._fetchInProgress;
   336→   336→      this._fetchInProgress = new Promise((resolve, reject) => {
   337→   337→        try {
   338→   338→          this.call
   339→   339→            .get("ury.ury.api.ury_kot_display.kot_list", {})
   340→   340→            .then((result) => {
   341→   341→              if (!this._isMounted) { resolve(); return; }
   342→   342→              // R37-FIX: Null-check result.message to prevent TypeError crash
   343→   343→              const msg = result?.message;
   344→   344→              if (!msg) { resolve(); return; }
   345→   345→              this.branch = msg.Branch;
   346→   346→              this.kot_alert_time = msg.kot_alert_time;
   347→   347→              this.audio_alert = msg.audio_alert;
   348→   348→              this.daily_order_number = msg.daily_order_number;
   349→   349→              const newChannel = `kot_update_${this.branch}_${this.production}`;
   350→   350→              // R37-FIX: Re-register socket listener if channel changed (e.g. branch switch)
   351→   351→              if (this.kot_channel && this.kot_channel !== newChannel && this._socket && this.socketHandler) {
   352→   352→                this._socket.off(this.kot_channel, this.socketHandler);
   353→   353→              }
   354→   354→              this.kot_channel = newChannel;
   355→   355→              if (this._socket && this.socketHandler) {
   356→   356→                this._socket.on(this.kot_channel, this.socketHandler);
   357→   357→              }
   358→   358→              // R37-FIX: Invalidate sorted items cache on full refresh
   359→   359→              this._sortedItemsCache.clear();
   360→   360→              this.kot = (msg.KOT || []).map(k => ({
   361→   361→                isRotated: false, showDiv: false, timecolor: 'text-black', timeRemaining: '— : —', ...k
   362→   362→              }));
   363→   363→              this.updateQtyColorTable();
   364→   364→              this.updateTimeRemaining();
   365→   365→              this.masonryLoading(true);
   366→   366→              resolve();
   367→   367→            })
   368→   368→            .catch((error) => {
   369→   369→              if (import.meta.env?.DEV) console.error(error);
   370→   370→              reject(error);
   371→   371→            });
   372→   372→        } catch (error) {
   373→   373→          reject(error);
   374→   374→        }
   375→   375→      }).finally(() => {
   376→   376→        this._fetchInProgress = null;
   377→   377→      });
   378→   378→      return this._fetchInProgress;
   379→   379→    },
   380→   380→    rotateCard(kot) {
   381→   381→      this.masonryLoading();
   382→   382→      kot.isRotated = !kot.isRotated;
   383→   383→    },
   384→   384→    confirmOrder(kot) {
   385→   385→      this.call
   386→   386→        .post("ury.ury.api.ury_kot_display.confirm_cancel_kot", {
   387→   387→          name: kot.name,
   388→   388→        })
   389→   389→        .then((result) => {
   390→   390→          if (!this._isMounted) return;
   391→   391→          const idx = this.kot.findIndex(k => k.name === kot.name);
   392→   392→          if (idx !== -1) this.kot.splice(idx, 1);
   393→   393→          this.removeAllItemsFromLocalStorage(kot);
   394→   394→          // R37-FIX: Clean up notifiedKots entry and sorted cache for removed KOT
   395→   395→          this.notifiedKots.delete(kot.name);
   396→   396→          this._sortedItemsCache.delete(kot.name);
   397→   397→          this.masonryLoading();
   398→   398→        })
   399→   399→        .catch((error) => {
   400→   400→          this.setStatusMessage("Action failed. Please try again.");
   401→   401→          this.hideStatusMessageAfterDelay();
   402→   402→        });
   403→   403→    },
   404→   404→    serveOrder(kot) {
   405→   405→      this.call
   406→   406→        .post("ury.ury.api.ury_kot_display.serve_kot", {
   407→   407→          name: kot.name,
   408→   408→        })
   409→   409→        .then((result) => {
   410→   410→          if (!this._isMounted) return;
   411→   411→          const idx = this.kot.findIndex(k => k.name === kot.name);
   412→   412→          if (idx !== -1) this.kot.splice(idx, 1);
   413→   413→          this.removeAllItemsFromLocalStorage(kot);
   414→   414→          // R37-FIX: Clean up notifiedKots entry and sorted cache for removed KOT
   415→   415→          this.notifiedKots.delete(kot.name);
   416→   416→          this._sortedItemsCache.delete(kot.name);
   417→   417→          this.masonryLoading();
   418→   418→        })
   419→   419→        .catch(() => {
   420→   420→          this.setStatusMessage("Action failed. Please try again.");
   421→   421→          this.hideStatusMessageAfterDelay();
   422→   422→        });
   423→   423→    },
   424→   424→
   425→   425→    orderDelayNotify(kot) {
   426→   426→
   427→   427→      this.call
   428→   428→        .post(
   429→   429→          "ury.ury.api.ury_kot_notification.order_delay_notification",
   430→   430→          {
   431→   431→            id: kot.name,
   432→   432→          }
   433→   433→        )
   434→   434→        .catch((error) => { if (import.meta.env?.DEV) console.error(error); });
   435→   435→    },
   436→   436→    toggleItemStrikeThrough(kotitem, kot) {
   437→   437→      kotitem.striked = !kotitem.striked;
   438→   438→      try {
   439→   439→        localStorage.setItem(
   440→   440→          `${kot.name}_${kotitem.name}_strike`,
   441→   441→          JSON.stringify(kotitem.striked)
   442→   442→        );
   443→   443→      } catch (e) {
   444→   444→        if (import.meta.env?.DEV) console.error('localStorage write failed:', e);
   445→   445→      }
   446→   446→    },
   447→   447→
   448→   448→    updateColorandTable(kot, restaurant_table, type, table_takeaway) {
   449→   449→      if (restaurant_table === undefined) {
   450→   450→        kot.tableortakeaway = "Takeaway";
   451→   451→      } else {
   452→   452→        if (table_takeaway === 1) {
   453→   453→          kot.tableortakeaway = "Takeaway";
   454→   454→        } else {
   455→   455→          kot.tableortakeaway = restaurant_table;
   456→   456→        }
   457→   457→      }
   458→   458→      if (type === "Order Modified") {
   459→   459→        kot.color = "bg-[#FFD493] border border-[#FFC700]";
   460→   460→      } else if (type === "Partially cancelled" || type === "Cancelled") {
   461→   461→        kot.color = "bg-[#FFD2D2] border border-[#FAA7A7]";
   462→   462→      } else if (restaurant_table === undefined || table_takeaway === 1) {
   463→   463→        kot.color = "bg-blue-100 border border-blue-200";
   464→   464→      } else {
   465→   465→        kot.color = "bg-white";
   466→   466→      }
   467→   467→    },
   468→   468→    updateQtyColorTable() {
   469→   469→      this.kot.forEach((kot) => {
   470→   470→        this.updateColorandTable(
   471→   471→          kot,
   472→   472→          kot.restaurant_table,
   473→   473→          kot.type,
   474→   474→          kot.table_takeaway
   475→   475→        );
   476→   476→
   477→   477→        // R37-FIX: Null-check kot_items before forEach
   478→   478→        if (!kot.kot_items) return;
   479→   479→        kot.kot_items.forEach((kotitem) => {
   480→   480→          const savedState = localStorage.getItem(
   481→   481→            `${kot.name}_${kotitem.name}_strike`
   482→   482→          );
   483→   483→          if (savedState) {
   484→   484→            try {
   485→   485→              kotitem.striked = JSON.parse(savedState);
   486→   486→            } catch (e) {
   487→   487→              kotitem.striked = false;
   488→   488→            }
   489→   489→          }
   490→   490→          this.calculateQty(
   491→   491→            kotitem,
   492→   492→            kotitem.quantity,
   493→   493→            kot.type,
   494→   494→            kotitem.cancelled_qty
   495→   495→          );
   496→   496→        });
   497→   497→      });
   498→   498→    },
   499→   499→    calculateQty(kotitem, qty, type, cancelled_qty) {
   500→   500→      // R37-FIX: Guard against negative quantities from cancelled_qty > qty
   501→   501→      if (type === "Partially cancelled" || type === "Cancelled") {
   502→   502→        kotitem.qty = Math.max(0, qty - cancelled_qty);
   503→   503→      } else {
   504→   504→        kotitem.qty = qty;
   505→   505→      }
   506→   506→    },
   507→   507→    removeAllItemsFromLocalStorage(kot) {
   508→   508→      // Get all keys in local storage
   509→   509→      const keys = Object.keys(localStorage);
   510→   510→      // Remove keys that start with `${kot.name}_`
   511→   511→      keys.forEach((key) => {
   512→   512→        if (key.startsWith(`${kot.name}_`)) {
   513→   513→          localStorage.removeItem(key);
   514→   514→        }
   515→   515→      });
   516→   516→    },
   517→   517→
   518→   518→    updateTimeRemaining() {
   519→   519→      this.kot.forEach((kot) => {
   520→   520→        kot.timeRemaining = this.calculateTimeRemaining(kot.time);
   521→   521→
   522→   522→        const timeRemaining = kot.timeRemaining.split(":");
   523→   523→        const minutes =
   524→   524→          parseInt(timeRemaining[0], 10) * 60 + parseInt(timeRemaining[1], 10);
   525→   525→
   526→   526→        // R36-FIX: Handle NaN from invalid time format — treat as elapsed time exceeded
   527→   527→        const validMinutes = isNaN(minutes) ? Infinity : minutes;
   528→   528→
   529→   529→        if (
   530→   530→          validMinutes === Number(this.kot_alert_time) &&
   531→   531→          kot.type !== "Cancelled" &&
   532→   532→          kot.type !== "Partially cancelled" &&
   533→   533→          !this.notifiedKots.has(kot.name)
   534→   534→        ) {
   535→   535→          this.notifiedKots.add(kot.name);
   536→   536→          this.orderDelayNotify(kot);
   537→   537→        }
   538→   538→        if (validMinutes >= this.kot_alert_time) {
   539→   539→          kot.timecolor = "text-[#DC0000]";
   540→   540→        } else {
   541→   541→          kot.timecolor = "text-black";
   542→   542→        }
   543→   543→      });
   544→   544→    },
   545→   545→    calculateTimeRemaining(targetTime) {
   546→   546→      if (!targetTime || !targetTime.includes(":")) return '— : —';
   547→   547→      const currentTime = new Date();
   548→   548→      const [targetHours, targetMinutes, targetSeconds] = targetTime.split(":");
   549→   549→      let targetDate = new Date(
   550→   550→        currentTime.getFullYear(),
   551→   551→        currentTime.getMonth(),
   552→   552→        currentTime.getDate(),
   553→   553→        targetHours,
   554→   554→        targetMinutes,
   555→   555→        targetSeconds
   556→   556→      );
   557→   557→      // Handle cross-midnight KOTs: if target is in the future, it was created yesterday
   558→   558→      if (targetDate > currentTime) {
   559→   559→        targetDate = new Date(targetDate.getTime() - 86400000);
   560→   560→      }
   561→   561→
   562→   562→      const timeDifference = Math.max(0, currentTime - targetDate);
   563→   563→      const hoursRemaining = Math.floor(timeDifference / 3600000);
   564→   564→      const minutesRemaining = Math.floor((timeDifference % 3600000) / 60000);
   565→   565→
   566→   566→      return `${hoursRemaining} : ${String(minutesRemaining).padStart(2, '0')}`;
   567→   567→    },
   568→   568→    fetchkotwithmasonry() {
   569→   569→      return this.fetchKOT().then(() => {
   570→   570→        this.masonryLoading();
   571→   571→      }).catch((e) => { console.error("KOT fetch failed:", e); });
   572→   572→    },
   573→   573→    redirectToLogin() {
   574→   574→      const currentDomain = window.location.origin;
   575→   575→      window.location.href =
   576→   576→        currentDomain + "/login?redirect-to=" + encodeURIComponent("URYMosaic/" + this.production);
   577→   577→    },
   578→   578→    masonryLoading(forceRecreate = false) {
   579→   579→      if (this.masonry && !forceRecreate) {
   580→   580→        this.$nextTick(() => {
   581→   581→          if (this.masonry) {
   582→   582→            this.masonry.reloadItems?.();
   583→   583→            this.masonry.layout();
   584→   584→          }
   585→   585→        });
   586→   586→        return;
   587→   587→      }
   588→   588→      if (this.masonry) {
   589→   589→        this.masonry.destroy();
   590→   590→        this.masonry = null;
   591→   591→      }
   592→   592→      this.$nextTick(() => {
   593→   593→        if (!this.$el) return;
   594→   594→        const grid = this.$el.querySelector(".grid");
   595→   595→        if (!grid) return;
   596→   596→        this.masonry = markRaw(new Masonry(grid, {
   597→   597→          itemSelector: ".masonry-item",
   598→   598→          gutter: 28,
   599→   599→        }));
   600→   600→        this.masonry.layout();
   601→   601→      });
   602→   602→    },
   603→   603→    hideAudioAlertMessage() {
   604→   604→      this.showAudioAlertMessage = false;
   605→   605→    },
   606→   606→    handleOnline() {
   607→   607→      // R37-FIX: Guard against post-unmount execution
   608→   608→      if (!this._isMounted) return;
   609→   609→      this.isOnline = true;
   610→   610→      this.setStatusMessage("You are online");
   611→   611→      this.hideStatusMessageAfterDelay();
   612→   612→      this.fetchKOT().then(() => {
   613→   613→        if (!this._isMounted) return;
   614→   614→        this.masonryLoading();
   615→   615→      }).catch((e) => { console.error("KOT fetch failed:", e); });
   616→   616→    },
   617→   617→    handleOffline() {
   618→   618→      // R37-FIX: Guard against post-unmount execution
   619→   619→      if (!this._isMounted) return;
   620→   620→      this.isOnline = false;
   621→   621→      this.setStatusMessage("You are Offline");
   622→   622→    },
   623→   623→    setStatusMessage(message) {
   624→   624→      this.statusMessage = message;
   625→   625→    },
   626→   626→    hideStatusMessageAfterDelay() {
   627→   627→      if (this._statusTimeout) clearTimeout(this._statusTimeout);
   628→   628→      this._statusTimeout = setTimeout(() => {
   629→   629→        // R37-FIX: Guard against mutating unmounted component
   630→   630→        if (!this._isMounted) return;
   631→   631→        this.statusMessage = "";
   632→   632→      }, 3000);
   633→   633→    },
   634→   634→    handleTransitionEnd() {
   635→   635→      if (!this.isOnline) {
   636→   636→        // Reset the status message after transition end
   637→   637→        this.setStatusMessage("");
   638→   638→      }
   639→   639→    },
   640→   640→  },
   641→   641→  created() {
   642→   642→    // R36-FIX: Initialize as non-reactive instance properties (no Proxy overhead)
   643→   643→    this._isMounted = false;
   644→   644→    this._fetchInProgress = null;
   645→   645→    this.notifiedKots = new Set();
   646→   646→    // API client as non-reactive instance property (avoids Proxy overhead)
   647→   647→    this.call = markRaw(frappe.call());
   648→   648→    // R37-FIX: socketHandler as non-reactive to avoid unnecessary Proxy overhead
   649→   649→    this.socketHandler = null;
   650→   650→    // R37-FIX: sortedItems cache map — avoids mutating reactive kot objects in computed
   651→   651→    this._sortedItemsCache = new Map();
   652→   652→  },
   653→   653→  mounted() {
   654→   654→    this._isMounted = true;
   655→   655→    window.addEventListener("online", this.handleOnline);
   656→   656→    window.addEventListener("offline", this.handleOffline);
   657→   657→    document.addEventListener("click", this.hideAudioAlertMessage);
   658→   658→    // R36-FIX: Use route params instead of fragile URL parsing
   659→   659→    const production = this.$route?.params?.production || '';
   660→   660→    const decodedProduction = decodeURIComponent(production);
   661→   661→    this.production = decodedProduction;
   662→   662→
   663→   663→    const debouncedMasonry = debounce(() => { this.masonryLoading(); }, 150);
   664→   664→    this._resizeHandler = debouncedMasonry;
   665→   665→    window.addEventListener("resize", this._resizeHandler);
   666→   666→    this.masonryLoading();
   667→   667→
   668→   668→    // Initialize socket in mounted() so re-mount gets a fresh connection
   669→   669→    this._socketInitPromise = initializeSocket();
   670→   670→
   671→   671→    // Wait for both socket init and auth before attaching listeners
   672→   672→    Promise.all([this._socketInitPromise, this.auth()])
   673→   673→      .then(([sock]) => {
   674→   674→        // R36-FIX: Guard against post-unmount execution
   675→   675→        if (!this._isMounted) return;
   676→   676→        this._socket = sock;
   677→   677→        if (this._socket) this._socket.on('connect_error', (err) => {
   678→   678→          if (!this._isMounted) return;
   679→   679→          console.error("Socket connection error:", err);
   680→   680→          this.setStatusMessage("Connection error. Retrying...");
   681→   681→        });
   682→   682→        if (this._socket) this._socket.on('disconnect', (reason) => {
   683→   683→          if (!this._isMounted) return;
   684→   684→          console.warn("Socket disconnected:", reason);
   685→   685→          this.setStatusMessage("Connection lost. Reconnecting...");
   686→   686→        });
   687→   687→        if (this._socket) this._socket.on('connect', () => {
   688→   688→          if (!this._isMounted) return;
   689→   689→          this.setStatusMessage("Reconnected");
   690→   690→          this.hideStatusMessageAfterDelay();
   691→   691→        });
   692→   692→
   693→   693→        return this.fetchKOT();
   694→   694→      })
   695→   695→      .then(() => {
   696→   696→        if (!this._isMounted) return;
   697→   697→        if (this.audio_alert === 1) {
   698→   698→          this.showAudioAlertMessage = true;
   699→   699→        }
   700→   700→        this.socketHandler = (doc) => {
   701→   701→          if (!this._isMounted) return;
   702→   702→          try {
   703→   703→            if (this.audio_alert === 1) {
   704→   704→              this.playAlertSound(doc.audio_file);
   705→   705→            }
   706→   706→            // R36-FIX: Namespace localStorage key per production station to avoid cross-tab collision
   707→   707→            let kottime = localStorage.getItem("kot_time_" + this.production);
   708→   708→            if (doc.last_kot_time !== kottime) {
   709→   709→              // Full refresh needed — skip intermediate mutations
   710→   710→              this.fetchKOT().then(() => { this.masonryLoading(); }).catch((e) => { console.error("KOT fetch failed:", e); });
   711→   711→            } else {
   712→   712→              // R36-FIX: Guard against missing doc.kot to prevent TypeError crash
   713→   713→              if (!doc.kot) {
   714→   714→                this.fetchKOT().then(() => { this.masonryLoading(); }).catch((e) => { console.error("KOT fetch failed:", e); });
   715→   715→                return;
   716→   716→              }
